query_id,gold_episode_id,query_text,query_style
Q0073_distance_effort,A16840_E014,"努力介入は可能（努力で変えられる） / 心理的距離は中（知り合い・同業者） / 根源は関係的嫉妬 / 状況はsocial_media, creative_activity。この条件に合うエピソードはどれ？",distance_effort
Q0073_behavior,A16840_E014,"嫉妬の構造はゼロサムゲーム型 / 比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 状況はsocial_media, creative_activity。この条件に合うエピソードはどれ？",behavior
Q0074_shorttext,A16030_E018,お金持ちで素敵な夫とかわいい子どもがいて、高級なカフェで開催される女子会をしょっちゅう見せびらかして... この状況に近いエピソードはどれ？,shorttext
Q0074_comparison,A16030_E018,嫉妬対象は承認・評価、容姿 / 嫉妬の構造は承認競争型、美人資本型 / 比較の構図はself_vs_other / 状況はcreative_activity。この条件に合うエピソードはどれ？,comparison
Q0074_distance_effort,A16030_E018,心理的距離は中（知り合い・同業者） / 状況はcreative_activity / 根源は関係的嫉妬 / 努力介入は可能（努力で変えられる）。この条件に合うエピソードはどれ？,distance_effort
Q0074_behavior,A16030_E018,比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 嫉妬の構造は承認競争型、美人資本型 / 状況はcreative_activity。この条件に合うエピソードはどれ？,behavior
Q0075_shorttext,A16276_E024,歴史の教科書を読んで、一夫多妻制の時代に生まれなくて本当によかったと少女時代は思っていたけれど、今の... この状況に近いエピソードはどれ？,shorttext
Q0075_comparison,A16276_E024,"嫉妬対象は承認・評価、愛情 / 状況はromantic_relationship, creative_activity / 比較の構図はself_vs_other / 嫉妬の構造は愛情独占型。この条件に合うエピソードはどれ？",comparison
Q0075_distance_effort,A16276_E024,"根源は根源的嫉妬 / 努力介入は可能（努力で変えられる） / 心理的距離は中（知り合い・同業者） / 状況はromantic_relationship, creative_activity。この条件に合うエピソードはどれ？",distance_effort
Q0075_behavior,A16276_E024,"嫉妬の構造は愛情独占型 / 比較の構図はself_vs_other / 状況はromantic_relationship, creative_activity / 行動パターンは抑制型。この条件に合うエピソードはどれ？",behavior
Q0076_shorttext,A19005_E018,男性の嫉妬が世界を動かしてきた この状況に近いエピソードはどれ？,shorttext
Q0076_comparison,A19005_E018,"比較の構図はself_vs_other / 嫉妬対象は承認・評価、能力 / 嫉妬の構造は社会的ポジション型、不可侵領域型 / 状況はworkplace, creative_activity。この条件に合うエピソードはどれ？",comparison
Q0076_distance_effort,A19005_E018,"根源は関係的嫉妬 / 状況はworkplace, creative_activity / 心理的距離は中（知り合い・同業者） / 努力介入は不可能（生まれつき・才能）。この条件に合うエピソードはどれ？",distance_effort
Q0076_behavior,A19005_E018,"状況はworkplace, creative_activity / 行動パターンは内省・葛藤型 / 嫉妬の構造は社会的ポジション型、不可侵領域型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？",behavior
Q0077_shorttext,A16700_E002,自分が周りと比べてどんな位置にいるのかも気になって仕方がない。 この状況に近いエピソードはどれ？,shorttext
Q0077_comparison,A16700_E002,嫉妬対象は他者の優位性 / 状況はcreative_activity / 嫉妬の構造はその他 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,comparison
Q0077_distance_effort,A16700_E002,根源は関係的嫉妬 / 努力介入は可能（努力で変えられる） / 心理的距離は中（知り合い・同業者） / 状況はcreative_activity。この条件に合うエピソードはどれ？,distance_effort
Q0077_behavior,A16700_E002,嫉妬の構造はその他 / 行動パターンは内省・葛藤型 / 比較の構図はself_vs_other / 状況はcreative_activity。この条件に合うエピソードはどれ？,behavior
Q0078_shorttext,A16030_E011,これまで私は嫉妬のせいでどれほど失敗してきたことか。 この状況に近いエピソードはどれ？,shorttext
Q0078_comparison,A16030_E011,"比較の構図はself_vs_friend / 嫉妬の構造はその他 / 嫉妬対象は愛情、経済力 / 状況はromantic_relationship, friendship。この条件に合うエピソードはどれ？",comparison
Q0078_distance_effort,A16030_E011,"心理的距離は近（家族・友人・同僚） / 根源は関係的嫉妬 / 努力介入は可能（努力で変えられる） / 状況はromantic_relationship, friendship。この条件に合うエピソードはどれ？",distance_effort
Q0078_behavior,A16030_E011,"比較の構図はself_vs_friend / 状況はromantic_relationship, friendship / 行動パターンは内省・葛藤型 / 嫉妬の構造はその他。この条件に合うエピソードはどれ？",behavior
Q0079_shorttext,A19005_E009,主人公オセローは「妻デズデモーナが不貞を働いた」という友人イアーゴの嘘を信じ、激しい嫉妬に駆られ妻を... この状況に近いエピソードはどれ？,shorttext
Q0079_comparison,A19005_E009,"比較の構図はself_vs_sibling / 嫉妬対象は承認・評価、愛情 / 状況はfamily, romantic_relationship, friendship / 嫉妬の構造は愛情独占型。この条件に合うエピソードはどれ？",comparison
Q0079_distance_effort,A19005_E009,"努力介入は可能（努力で変えられる） / 根源は根源的嫉妬 / 心理的距離は近（家族・友人・同僚） / 状況はfamily, romantic_relationship, friendship。この条件に合うエピソードはどれ？",distance_effort
Q0079_behavior,A19005_E009,"行動パターンは内省・葛藤型 / 嫉妬の構造は愛情独占型 / 比較の構図はself_vs_sibling / 状況はfamily, romantic_relationship, friendship。この条件に合うエピソードはどれ？",behavior
Q0080_shorttext,A18023_E011,豊かな自然、ゆったりとした時間、安い物価、そして背伸びすることなく暮らせる地元。それがどれほどありが... この状況に近いエピソードはどれ？,shorttext
Q0080_comparison,A18023_E011,比較の構図はself_vs_other / 状況はcreative_activity / 嫉妬対象は承認・評価 / 嫉妬の構造は承認競争型、愛情独占型。この条件に合うエピソードはどれ？,comparison
Q0080_distance_effort,A18023_E011,状況はcreative_activity / 努力介入は可能（努力で変えられる） / 心理的距離は遠（有名人・概念） / 根源は根源的嫉妬。この条件に合うエピソードはどれ？,distance_effort
Q0080_behavior,A18023_E011,嫉妬の構造は承認競争型、愛情独占型 / 状況はcreative_activity / 行動パターンは内省・葛藤型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,behavior
Q0081_shorttext,A18808_E002,私は一生懸命、人の道を外れないように真面目に生きているのに……ずるい！！ この状況に近いエピソードはどれ？,shorttext
Q0081_comparison,A18808_E002,"嫉妬の構造はゼロサムゲーム型 / 嫉妬対象は愛情 / 状況はworkplace, romantic_relationship / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？",comparison
Q0081_distance_effort,A18808_E002,"努力介入は可能（努力で変えられる） / 心理的距離は中（知り合い・同業者） / 状況はworkplace, romantic_relationship / 根源は関係的嫉妬。この条件に合うエピソードはどれ？",distance_effort
Q0081_behavior,A18808_E002,"嫉妬の構造はゼロサムゲーム型 / 状況はworkplace, romantic_relationship / 行動パターンは内省・葛藤型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？",behavior
Q0082_shorttext,A16276_E002,嫉妬に取りつかれた私は、SNSで〈私と真逆なリョウコ〉になりすまし自分の恋人にDMした。 この状況に近いエピソードはどれ？,shorttext
Q0082_comparison,A16276_E002,"嫉妬対象は承認・評価、愛情 / 嫉妬の構造は承認競争型、愛情独占型 / 状況はworkplace, social_media, romantic_relationship / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？",comparison
Q0082_distance_effort,A16276_E002,"心理的距離は中（知り合い・同業者） / 状況はworkplace, social_media, romantic_relationship / 努力介入は可能（努力で変えられる） / 根源は根源的嫉妬。この条件に合うエピソードはどれ？",distance_effort
Q0082_behavior,A16276_E002,"状況はworkplace, social_media, romantic_relationship / 比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 嫉妬の構造は承認競争型、愛情独占型。この条件に合うエピソードはどれ？",behavior
Q0083_shorttext,A16925_E003,なんで歯医者行くのにそんなヒール履いてんだよ。ちっとも「いいね」と思わないけれど、「いいね」しないと... この状況に近いエピソードはどれ？,shorttext
Q0083_comparison,A16925_E003,"状況はsocial_media, romantic_relationship, creative_activity / 嫉妬の構造は承認競争型 / 比較の構図はself_vs_other / 嫉妬対象は承認・評価、愛情。この条件に合うエピソードはどれ？",comparison
Q0083_distance_effort,A16925_E003,"心理的距離は中（知り合い・同業者） / 根源は関係的嫉妬 / 状況はsocial_media, romantic_relationship, creative_activity / 努力介入は可能（努力で変えられる）。この条件に合うエピソードはどれ？",distance_effort
Q0083_behavior,A16925_E003,"嫉妬の構造は承認競争型 / 状況はsocial_media, romantic_relationship, creative_activity / 行動パターンは内省・葛藤型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？",behavior
Q0084_shorttext,A16925_E007,SNSとは現代人を歪ませるために作られたのかと思うほど、要らない嫉妬や劣等感をボコボコと生み出しブク... この状況に近いエピソードはどれ？,shorttext
Q0084_comparison,A16925_E007,比較の構図はself_vs_other / 嫉妬の構造はその他 / 状況はsocial_media / 嫉妬対象は他者の優位性。この条件に合うエピソードはどれ？,comparison
Q0084_distance_effort,A16925_E007,努力介入は可能（努力で変えられる） / 根源は関係的嫉妬 / 心理的距離は中（知り合い・同業者） / 状況はsocial_media。この条件に合うエピソードはどれ？,distance_effort
Q0084_behavior,A16925_E007,状況はsocial_media / 行動パターンは内省・葛藤型 / 比較の構図はself_vs_other / 嫉妬の構造はその他。この条件に合うエピソードはどれ？,behavior
Q0085_shorttext,A16030_E033,旧約聖書の『創世記』では、アダムとイブの長男であるカインが弟のアベルに嫉妬して殺してしまう。 この状況に近いエピソードはどれ？,shorttext
Q0085_comparison,A16030_E033,"嫉妬対象は承認・評価、愛情 / 嫉妬の構造はその他 / 比較の構図はself_vs_sibling / 状況はfamily, romantic_relationship, creative_activity。この条件に合うエピソードはどれ？",comparison
Q0085_distance_effort,A16030_E033,"状況はfamily, romantic_relationship, creative_activity / 努力介入は可能（努力で変えられる） / 心理的距離は近（家族・友人・同僚） / 根源は根源的嫉妬。この条件に合うエピソードはどれ？",distance_effort
Q0085_behavior,A16030_E033,"嫉妬の構造はその他 / 状況はfamily, romantic_relationship, creative_activity / 比較の構図はself_vs_sibling / 行動パターンは内省・葛藤型。この条件に合うエピソードはどれ？",behavior
Q0086_shorttext,A18023_E005,しかし、いまだにあのキラキラした世界や、そこに暮らす人々への嫉妬が消えないという内容だ。 この状況に近いエピソードはどれ？,shorttext
Q0086_comparison,A18023_E005,状況はgeneral / 嫉妬対象は愛情 / 嫉妬の構造はその他 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,comparison
Q0086_distance_effort,A18023_E005,状況はgeneral / 努力介入は可能（努力で変えられる） / 心理的距離は遠（有名人・概念） / 根源は根源的嫉妬。この条件に合うエピソードはどれ？,distance_effort
Q0086_behavior,A18023_E005,状況はgeneral / 嫉妬の構造はその他 / 行動パターンは内省・葛藤型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,behavior
Q0087_shorttext,A18808_E023,くそー、羨ましい！ この状況に近いエピソードはどれ？,shorttext
Q0087_comparison,A18808_E023,嫉妬の構造は美人資本型、愛情独占型 / 状況はgeneral / 比較の構図はself_vs_other / 嫉妬対象は容姿。この条件に合うエピソードはどれ？,comparison
Q0087_distance_effort,A18808_E023,心理的距離は中（知り合い・同業者） / 努力介入は不可能（生まれつき・才能） / 状況はgeneral / 根源は関係的嫉妬。この条件に合うエピソードはどれ？,distance_effort
Q0087_behavior,A18808_E023,嫉妬の構造は美人資本型、愛情独占型 / 行動パターンは感情表出型 / 比較の構図はself_vs_other / 状況はgeneral。この条件に合うエピソードはどれ？,behavior
Q0088_shorttext,A16030_E031,どうして人間は嫉妬をするのだろうか？ この状況に近いエピソードはどれ？,shorttext
Q0088_comparison,A16030_E031,嫉妬の構造はその他 / 比較の構図はself_vs_other / 嫉妬対象は他者の優位性 / 状況はgeneral。この条件に合うエピソードはどれ？,comparison
Q0088_distance_effort,A16030_E031,状況はgeneral / 努力介入は可能（努力で変えられる） / 根源は関係的嫉妬 / 心理的距離は中（知り合い・同業者）。この条件に合うエピソードはどれ？,distance_effort
Q0088_behavior,A16030_E031,嫉妬の構造はその他 / 行動パターンは抑制型 / 状況はgeneral / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,behavior
Q0089_shorttext,A19005_E023,大河ドラマの時代はもちろん、現代においても、フルタイムで働いたり出世争いに加わったりできるほど活躍で... この状況に近いエピソードはどれ？,shorttext
Q0089_comparison,A19005_E023,状況はcreative_activity / 嫉妬の構造は社会的ポジション型、不可侵領域型 / 嫉妬対象は承認・評価、能力 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,comparison
Q0089_distance_effort,A19005_E023,状況はcreative_activity / 心理的距離は中（知り合い・同業者） / 根源は関係的嫉妬 / 努力介入は不可能（生まれつき・才能）。この条件に合うエピソードはどれ？,distance_effort
Q0089_behavior,A19005_E023,状況はcreative_activity / 行動パターンは内省・葛藤型 / 嫉妬の構造は社会的ポジション型、不可侵領域型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,behavior
Q0090_shorttext,A16700_E014,パッと書いたものがすぐ当たってもう書籍化？ この状況に近いエピソードはどれ？,shorttext
Q0090_comparison,A16700_E014,"比較の構図はself_vs_other / 嫉妬対象は承認・評価、愛情 / 状況はsocial_media, romantic_relationship, creative_activity / 嫉妬の構造はその他。この条件に合うエピソードはどれ？",comparison
Q0090_distance_effort,A16700_E014,"根源は関係的嫉妬 / 心理的距離は中（知り合い・同業者） / 状況はsocial_media, romantic_relationship, creative_activity / 努力介入は可能（努力で変えられる）。この条件に合うエピソードはどれ？",distance_effort
Q0090_behavior,A16700_E014,"状況はsocial_media, romantic_relationship, creative_activity / 行動パターンは内省・葛藤型 / 比較の構図はself_vs_other / 嫉妬の構造はその他。この条件に合うエピソードはどれ？",behavior
Q0091_shorttext,A19450_E007,このどうしようもない嫉妬は、きっと私が「そうありたかった」という理想の裏返しだ。 この状況に近いエピソードはどれ？,shorttext
Q0091_comparison,A19450_E007,比較の構図はself_vs_other / 嫉妬対象は他者の優位性 / 嫉妬の構造はその他 / 状況はcreative_activity。この条件に合うエピソードはどれ？,comparison
Q0091_distance_effort,A19450_E007,状況はcreative_activity / 根源は関係的嫉妬 / 心理的距離は中（知り合い・同業者） / 努力介入は可能（努力で変えられる）。この条件に合うエピソードはどれ？,distance_effort
Q0091_behavior,A19450_E007,行動パターンは内省・葛藤型 / 状況はcreative_activity / 比較の構図はself_vs_other / 嫉妬の構造はその他。この条件に合うエピソードはどれ？,behavior
Q0092_shorttext,A18132_E009,やっぱり、そんな無駄使いをしているのに罪悪感を感じないなんて全く羨ましくなんてない。いい加減にしてほ... この状況に近いエピソードはどれ？,shorttext
Q0092_comparison,A18132_E009,嫉妬の構造はその他 / 比較の構図はself_vs_other / 嫉妬対象は他者の優位性 / 状況はcreative_activity。この条件に合うエピソードはどれ？,comparison
Q0092_distance_effort,A18132_E009,心理的距離は中（知り合い・同業者） / 根源は関係的嫉妬 / 努力介入は可能（努力で変えられる） / 状況はcreative_activity。この条件に合うエピソードはどれ？,distance_effort
Q0092_behavior,A18132_E009,行動パターンは内省・葛藤型 / 嫉妬の構造はその他 / 比較の構図はself_vs_other / 状況はcreative_activity。この条件に合うエピソードはどれ？,behavior
Q0093_shorttext,A16700_E007,天才エッセイストに嫉妬 この状況に近いエピソードはどれ？,shorttext
Q0093_comparison,A16700_E007,"状況はsocial_media, romantic_relationship, creative_activity / 嫉妬の構造は不可侵領域型 / 嫉妬対象は承認・評価、能力 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？",comparison
Q0093_distance_effort,A16700_E007,"状況はsocial_media, romantic_relationship, creative_activity / 根源は関係的嫉妬 / 心理的距離は遠（有名人・概念） / 努力介入は不可能（生まれつき・才能）。この条件に合うエピソードはどれ？",distance_effort
Q0093_behavior,A16700_E007,"嫉妬の構造は不可侵領域型 / 比較の構図はself_vs_other / 行動パターンは内省・葛藤型 / 状況はsocial_media, romantic_relationship, creative_activity。この条件に合うエピソードはどれ？",behavior
Q0094_shorttext,A17709_E002,この夏、東京都では家計負担軽減策として水道の基本料金が4ヵ月間無料になるらしい。なんで東京だけなんだ... この状況に近いエピソードはどれ？,shorttext
Q0094_comparison,A17709_E002,嫉妬対象は承認・評価、容姿 / 状況はcreative_activity / 嫉妬の構造はゼロサムゲーム型、美人資本型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,comparison
Q0094_distance_effort,A17709_E002,心理的距離は遠（有名人・概念） / 根源は関係的嫉妬 / 努力介入は可能（努力で変えられる） / 状況はcreative_activity。この条件に合うエピソードはどれ？,distance_effort
Q0094_behavior,A17709_E002,状況はcreative_activity / 比較の構図はself_vs_other / 嫉妬の構造はゼロサムゲーム型、美人資本型 / 行動パターンは内省・葛藤型。この条件に合うエピソードはどれ？,behavior
Q0095_shorttext,A16840_E013,「結局（嫉妬を）抑制するのか」という戸惑いがありましたが。振り返ると、政治学の視点で考えてそうなった... この状況に近いエピソードはどれ？,shorttext
Q0095_comparison,A16840_E013,比較の構図はself_vs_other / 状況はgeneral / 嫉妬の構造はその他 / 嫉妬対象は他者の優位性。この条件に合うエピソードはどれ？,comparison
Q0095_distance_effort,A16840_E013,努力介入は可能（努力で変えられる） / 状況はgeneral / 根源は関係的嫉妬 / 心理的距離は中（知り合い・同業者）。この条件に合うエピソードはどれ？,distance_effort
Q0095_behavior,A16840_E013,嫉妬の構造はその他 / 状況はgeneral / 行動パターンは内省・葛藤型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,behavior
Q0096_shorttext,A16030_E036,もはや、嫉妬を好きになり始めているのかもしれない。 この状況に近いエピソードはどれ？,shorttext
Q0096_comparison,A16030_E036,嫉妬の構造はその他 / 嫉妬対象は愛情 / 状況はromantic_relationship / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,comparison
Q0096_distance_effort,A16030_E036,努力介入は可能（努力で変えられる） / 状況はromantic_relationship / 根源は根源的嫉妬 / 心理的距離は中（知り合い・同業者）。この条件に合うエピソードはどれ？,distance_effort
Q0096_behavior,A16030_E036,行動パターンは内省・葛藤型 / 状況はromantic_relationship / 嫉妬の構造はその他 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？,behavior
Q0097_shorttext,A16700_E029,ユミちゃんが接客だけでなく技術もある天才だったらきっと嫉妬なんかすることもなかったのに この状況に近いエピソードはどれ？,shorttext
Q0097_comparison,A16700_E029,"比較の構図はself_vs_other / 状況はromantic_relationship, creative_activity / 嫉妬対象は承認・評価、能力 / 嫉妬の構造は承認競争型、不可侵領域型。この条件に合うエピソードはどれ？",comparison
Q0097_distance_effort,A16700_E029,"状況はromantic_relationship, creative_activity / 心理的距離は中（知り合い・同業者） / 根源は関係的嫉妬 / 努力介入は不可能（生まれつき・才能）。この条件に合うエピソードはどれ？",distance_effort
Q0097_behavior,A16700_E029,"嫉妬の構造は承認競争型、不可侵領域型 / 比較の構図はself_vs_other / 状況はromantic_relationship, creative_activity / 行動パターンは内省・葛藤型。この条件に合うエピソードはどれ？",behavior
Q0098_shorttext,A16700_E012,彗星のごとく現れてあっという間にその夢をつかんだ彼女が羨ましくて仕方なかった この状況に近いエピソードはどれ？,shorttext
Q0098_comparison,A16700_E012,"状況はromantic_relationship, creative_activity / 嫉妬対象は承認・評価、愛情 / 比較の構図はself_vs_other / 嫉妬の構造はその他。この条件に合うエピソードはどれ？",comparison
Q0098_distance_effort,A16700_E012,"根源は関係的嫉妬 / 状況はromantic_relationship, creative_activity / 心理的距離は中（知り合い・同業者） / 努力介入は可能（努力で変えられる）。この条件に合うエピソードはどれ？",distance_effort
Q0098_behavior,A16700_E012,"行動パターンは内省・葛藤型 / 状況はromantic_relationship, creative_activity / 比較の構図はself_vs_other / 嫉妬の構造はその他。この条件に合うエピソードはどれ？",behavior
Q0099_shorttext,A18132_E008,普通の家に生まれ、正しくお金を使うことになんの罪悪感もない人は、心底羨ましいと思う。 この状況に近いエピソードはどれ？,shorttext
Q0099_comparison,A18132_E008,"状況はromantic_relationship, creative_activity / 嫉妬対象は承認・評価、愛情 / 比較の構図はself_vs_other / 嫉妬の構造はその他。この条件に合うエピソードはどれ？",comparison
Q0099_distance_effort,A18132_E008,"根源は根源的嫉妬 / 努力介入は可能（努力で変えられる） / 心理的距離は中（知り合い・同業者） / 状況はromantic_relationship, creative_activity。この条件に合うエピソードはどれ？",distance_effort
Q0099_behavior,A18132_E008,"嫉妬の構造はその他 / 状況はromantic_relationship, creative_activity / 行動パターンは抑制型 / 比較の構図はself_vs_other。この条件に合うエピソードはどれ？",behavior
Q0100_shorttext,A16700_E027,あの子はあの子、私は私、と割り切れない。 この状況に近いエピソードはどれ？,shorttext
Q0100_comparison,A16700_E027,"比較の構図はself_vs_other / 嫉妬対象は承認・評価、能力 / 嫉妬の構造は承認競争型、不可侵領域型 / 状況はromantic_relationship, creative_activity。この条件に合うエピソードはどれ？",comparison
Q0100_distance_effort,A16700_E027,"根源は関係的嫉妬 / 努力介入は不可能（生まれつき・才能） / 状況はromantic_relationship, creative_activity / 心理的距離は中（知り合い・同業者）。この条件に合うエピソードはどれ？",distance_effort
Q0100_behavior,A16700_E027,"状況はromantic_relationship, creative_activity / 嫉妬の構造は承認競争型、不可侵領域型 / 比較の構図はself_vs_other / 行動パターンは内省・葛藤型。この条件に合うエピソードはどれ？",behavior
